question_id,sample_id,attempt_index,is_correct,trace_length,success_signal,failure_signal,net_signal,top_success_motifs,top_failure_motifs,top_success_steps,top_failure_steps,critical_steps_for_observed_outcome,reasoning_trace
190,8,8,True,15,80.931272,0.000000,80.931272,"case-split|analyze (count=2, score=11.941, p_success=0.871, p_fail=0.129) || analyze|count (count=3, score=8.253, p_success=0.697, p_fail=0.303) || count|case-split (count=1, score=6.988, p_success=0.923, p_fail=0.077) || compute|case-split|analyze (count=1, score=5.368, p_success=0.895, p_fail=0.105) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196)",,analyze (38.415) || count (38.160) || case-split (35.444) || compute (35.091) || check-constraint (16.421),,analyze (38.415) || count (38.160) || case-split (35.444) || compute (35.091) || check-constraint (16.421),count|instantiate|analyze|count|check-constraint|compute|case-split|analyze|count|case-split|analyze|count|rewrite|compute|count
190,9,9,True,12,92.706581,0.000000,92.706581,"check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050) || count|case-split (count=1, score=6.988, p_success=0.923, p_fail=0.077) || case-split|count (count=1, score=5.620, p_success=0.900, p_fail=0.100) || check-constraint|compute|analyze|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)",,count (53.497) || analyze (49.739) || compute (38.990) || instantiate (32.128) || case-split (25.115),,count (53.497) || analyze (49.739) || compute (38.990) || instantiate (32.128) || case-split (25.115),instantiate|count|check-constraint|compute|analyze|instantiate|analyze|count|case-split|count|rewrite|compute
201,0,0,True,15,84.084608,1.884919,82.199689,"check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || check-constraint|instantiate|check-constraint (count=2, score=10.604, p_success=1.000, p_fail=0.000) || instantiate|check-constraint (count=2, score=7.852, p_success=0.740, p_fail=0.260) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)","substitute|conclude|compute (count=1, score=0.994, p_success=0.333, p_fail=0.667) || substitute|conclude (count=1, score=0.891, p_success=0.375, p_fail=0.625)",check-constraint (91.494) || instantiate (44.946) || analyze (41.364) || compute (35.102) || compare (3.575),substitute (1.885) || conclude (1.885) || compute (0.994),check-constraint (91.494) || instantiate (44.946) || analyze (41.364) || compute (35.102) || compare (3.575),check-constraint|instantiate|check-constraint|analyze|compute|check-constraint|analyze|compare|check-constraint|instantiate|check-constraint|compute|substitute|conclude|compute
201,1,1,True,20,143.759565,0.464014,143.295551,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || check-constraint|analyze (count=3, score=10.397, p_success=0.705, p_fail=0.295) || analyze|compute|analyze (count=2, score=10.365, p_success=0.772, p_fail=0.228) || check-constraint|analyze|compute (count=3, score=10.226, p_success=0.721, p_fail=0.279) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292)","compute|analyze|conclude|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571)",analyze (139.110) || compute (97.519) || check-constraint (94.989) || instantiate (25.065) || conclude (14.913),compute (0.928) || analyze (0.464) || conclude (0.464),analyze (139.110) || compute (97.519) || check-constraint (94.989) || instantiate (25.065) || conclude (14.913),check-constraint|instantiate|check-constraint|analyze|compute|check-constraint|analyze|compute|analyze|check-constraint|rewrite|compute|rewrite|substitute|check-constraint|analyze|compute|analyze|conclude|compute
201,2,2,True,18,101.795337,1.884919,99.910418,"check-constraint|compute|analyze (count=2, score=14.021, p_success=0.950, p_fail=0.050) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256) || analyze|rewrite (count=2, score=7.452, p_success=0.800, p_fail=0.200) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295)","substitute|conclude|compute (count=1, score=0.994, p_success=0.333, p_fail=0.667) || substitute|conclude (count=1, score=0.891, p_success=0.375, p_fail=0.625)",analyze (82.532) || compute (76.272) || check-constraint (64.810) || instantiate (22.236) || substitute (15.799),substitute (1.885) || conclude (1.885) || compute (0.994),analyze (82.532) || compute (76.272) || check-constraint (64.810) || instantiate (22.236) || substitute (15.799),check-constraint|analyze|rewrite|check-constraint|analyze|rewrite|check-constraint|compute|analyze|check-constraint|compute|analyze|instantiate|substitute|compute|substitute|conclude|compute
201,3,3,True,18,134.271418,0.000000,134.271418,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295) || check-constraint|analyze|compute (count=2, score=6.817, p_success=0.721, p_fail=0.279)",,analyze (135.078) || compute (111.670) || check-constraint (72.743) || instantiate (19.631) || backtrack (15.751),,analyze (135.078) || compute (111.670) || check-constraint (72.743) || instantiate (19.631) || backtrack (15.751),check-constraint|analyze|compute|backtrack|analyze|compute|check-constraint|analyze|compute|analyze|check-constraint|compute|analyze|instantiate|substitute|check-constraint|conclude|compute
201,4,4,True,12,103.229604,0.000000,103.229604,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228)",,analyze (107.773) || compute (64.882) || instantiate (50.767) || check-constraint (31.542) || backtrack (17.889),,analyze (107.773) || compute (64.882) || instantiate (50.767) || check-constraint (31.542) || backtrack (17.889),check-constraint|instantiate|analyze|compute|backtrack|analyze|compute|analyze|instantiate|analyze|check-constraint|compute
201,5,5,False,26,107.469508,10.483746,96.985763,"check-constraint|analyze (count=4, score=13.863, p_success=0.705, p_fail=0.295) || analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || analyze|substitute (count=2, score=8.925, p_success=0.780, p_fail=0.220) || compute|instantiate|compute (count=2, score=6.203, p_success=0.682, p_fail=0.318)","substitute|analyze|compute (count=1, score=2.670, p_success=0.231, p_fail=0.769) || substitute|analyze (count=1, score=2.495, p_success=0.278, p_fail=0.722) || check-constraint|compute|check-constraint|analyze (count=1, score=2.138, p_success=0.167, p_fail=0.833) || check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625) || conclude|compute|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636)",compute (79.602) || analyze (68.400) || instantiate (44.678) || check-constraint (40.071) || substitute (12.561),compute (8.722) || analyze (7.571) || check-constraint (6.837) || substitute (5.164) || instantiate (1.901),compute (8.722) || analyze (7.571) || check-constraint (6.837) || substitute (5.164) || instantiate (1.901),check-constraint|analyze|backtrack|check-constraint|analyze|substitute|analyze|compute|instantiate|compute|analyze|substitute|backtrack|check-constraint|analyze|instantiate|check-constraint|compute|check-constraint|analyze|compute|count|conclude|compute|instantiate|compute
201,6,6,True,14,93.850100,0.890898,92.959202,"check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295) || check-constraint|analyze|compute (count=2, score=6.817, p_success=0.721, p_fail=0.279) || check-constraint|instantiate|check-constraint (count=1, score=5.302, p_success=1.000, p_fail=0.000)","substitute|conclude (count=1, score=0.891, p_success=0.375, p_fail=0.625)",check-constraint (83.194) || compute (59.442) || instantiate (57.250) || analyze (39.245) || substitute (12.680),substitute (0.891) || conclude (0.891),check-constraint (83.194) || compute (59.442) || instantiate (57.250) || analyze (39.245) || substitute (12.680),check-constraint|instantiate|check-constraint|analyze|compute|check-constraint|instantiate|compute|substitute|conclude|substitute|check-constraint|analyze|compute
201,7,7,True,9,63.631856,0.000000,63.631856,"check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || check-constraint|instantiate|check-constraint (count=1, score=5.302, p_success=1.000, p_fail=0.000) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || check-constraint|instantiate|check-constraint|analyze (count=1, score=4.828, p_success=1.000, p_fail=0.000)",,check-constraint (59.109) || analyze (41.299) || instantiate (37.581) || compute (24.006),,check-constraint (59.109) || analyze (41.299) || instantiate (37.581) || compute (24.006),check-constraint|instantiate|check-constraint|analyze|compute|instantiate|analyze|check-constraint|compute
201,8,8,True,15,80.783990,1.943056,78.840934,"check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || substitute|compute (count=1, score=4.777, p_success=0.761, p_fail=0.239)","conclude|compute|analyze (count=1, score=1.943, p_success=0.333, p_fail=0.667)",analyze (58.839) || compute (53.320) || check-constraint (35.206) || instantiate (16.934) || substitute (14.257),conclude (1.943) || compute (1.943) || analyze (1.943),analyze (58.839) || compute (53.320) || check-constraint (35.206) || instantiate (16.934) || substitute (14.257),check-constraint|analyze|backtrack|analyze|check-constraint|compute|conclude|compute|analyze|instantiate|substitute|compute|check-constraint|analyze|compute
201,9,9,True,18,171.477656,0.000000,171.477656,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256) || check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295)",,analyze (161.462) || compute (123.964) || check-constraint (118.757) || instantiate (58.753) || conclude (13.613),,analyze (161.462) || compute (123.964) || check-constraint (118.757) || instantiate (58.753) || conclude (13.613),check-constraint|instantiate|check-constraint|analyze|compute|check-constraint|analyze|compute|analyze|check-constraint|compute|analyze|instantiate|analyze|compute|conclude|check-constraint|compute
232,0,5,False,32,201.756937,4.307641,197.449296,"analyze|compute (count=5, score=27.998, p_success=0.747, p_fail=0.253) || instantiate|compute (count=3, score=14.213, p_success=0.719, p_fail=0.281) || instantiate|analyze (count=3, score=13.791, p_success=0.723, p_fail=0.277) || instantiate|analyze|compute (count=3, score=12.175, p_success=0.724, p_fail=0.276) || compute|instantiate (count=4, score=10.688, p_success=0.637, p_fail=0.363)","compute|backtrack|instantiate (count=1, score=2.138, p_success=0.167, p_fail=0.833) || backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || analyze|compute|instantiate|compute (count=2, score=0.538, p_success=0.476, p_fail=0.524) || compute|instantiate|check-constraint|analyze (count=1, score=0.464, p_success=0.429, p_fail=0.571)",analyze (169.940) || compute (158.867) || instantiate (120.779) || check-constraint (26.378) || count (21.200),instantiate (4.308) || compute (3.678) || backtrack (3.306) || analyze (1.002) || check-constraint (0.464),instantiate (4.308) || compute (3.678) || backtrack (3.306) || analyze (1.002) || check-constraint (0.464),instantiate|check-constraint|compare|compute|instantiate|check-constraint|analyze|compute|analyze|instantiate|analyze|compute|instantiate|compute|conclude|count|analyze|compute|backtrack|instantiate|compute|count|compute|analyze|instantiate|analyze|compute|instantiate|analyze|compute|instantiate|compute
232,1,7,False,29,214.076245,3.821173,210.255072,"instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || instantiate|analyze (count=3, score=13.791, p_success=0.723, p_fail=0.277) || instantiate|analyze|compute (count=3, score=12.175, p_success=0.724, p_fail=0.276)","compute|backtrack|instantiate (count=1, score=2.138, p_success=0.167, p_fail=0.833) || backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || instantiate|compute|analyze|check-constraint (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (193.211) || analyze (178.980) || instantiate (114.988) || check-constraint (31.332) || compare (14.423),instantiate (3.821) || backtrack (3.306) || compute (2.653) || analyze (0.515) || check-constraint (0.515),instantiate (3.821) || backtrack (3.306) || compute (2.653) || analyze (0.515) || check-constraint (0.515),instantiate|compute|compare|compute|instantiate|compute|analyze|check-constraint|compute|analyze|conclude|instantiate|analyze|compute|count|compute|instantiate|analyze|compute|analyze|instantiate|compute|backtrack|instantiate|compute|analyze|instantiate|analyze|compute
232,2,9,False,12,45.222750,3.013076,42.209674,"compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || compute|analyze|conclude (count=1, score=4.454, p_success=0.794, p_fail=0.206) || rewrite|analyze (count=1, score=3.672, p_success=0.722, p_fail=0.278) || analyze|conclude (count=1, score=3.466, p_success=0.705, p_fail=0.295) || compute|instantiate|rewrite (count=1, score=3.235, p_success=0.778, p_fail=0.222)","conclude|compute|analyze (count=1, score=1.943, p_success=0.333, p_fail=0.667) || analyze|apply-formula (count=1, score=0.606, p_success=0.455, p_fail=0.545) || compute|analyze|conclude|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571)",analyze (32.601) || compute (31.454) || rewrite (13.266) || instantiate (12.266) || conclude (9.611),analyze (3.013) || compute (2.871) || conclude (2.407) || apply-formula (0.606),analyze (3.013) || compute (2.871) || conclude (2.407) || apply-formula (0.606),compute|instantiate|rewrite|analyze|count|compute|analyze|conclude|compute|analyze|apply-formula|compute
232,3,10,False,21,124.765980,2.686926,122.079054,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213)","check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625) || analyze|check-constraint|compute|check-constraint (count=1, score=0.891, p_success=0.375, p_fail=0.625) || analyze|compute|analyze|count (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (106.330) || compute (102.600) || check-constraint (35.544) || instantiate (32.366) || count (27.992),check-constraint (4.343) || compute (2.687) || analyze (1.922) || count (0.515),check-constraint (4.343) || compute (2.687) || analyze (1.922) || count (0.515),compute|analyze|instantiate|compute|instantiate|rewrite|analyze|check-constraint|compute|check-constraint|count|compute|count|analyze|compute|check-constraint|analyze|compute|analyze|count|compute
232,4,18,True,21,123.434898,4.937645,118.497253,"instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || compute|count (count=2, score=6.595, p_success=0.708, p_fail=0.292) || compute|instantiate|compute (count=2, score=6.203, p_success=0.682, p_fail=0.318) || compute|instantiate (count=2, score=5.344, p_success=0.637, p_fail=0.363) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)","compute|backtrack|instantiate (count=1, score=2.138, p_success=0.167, p_fail=0.833) || conclude|compute|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || conclude|compute|instantiate|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571)",compute (113.079) || instantiate (64.336) || analyze (59.214) || count (27.052) || check-constraint (18.405),instantiate (4.938) || compute (4.234) || backtrack (3.306) || conclude (1.632),compute (113.079) || instantiate (64.336) || analyze (59.214) || count (27.052) || check-constraint (18.405),compute|instantiate|compute|analyze|instantiate|compute|rewrite|analyze|check-constraint|compute|count|analyze|conclude|compute|instantiate|compute|backtrack|instantiate|compute|count|compute
232,5,19,False,17,115.525364,0.000000,115.525364,"analyze|compute (count=4, score=22.398, p_success=0.747, p_fail=0.253) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || instantiate|analyze|compute (count=2, score=8.117, p_success=0.724, p_fail=0.276) || compute|instantiate (count=2, score=5.344, p_success=0.637, p_fail=0.363) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228)",,analyze (111.845) || compute (97.645) || check-constraint (41.457) || instantiate (30.290) || count (7.801),,,compute|check-constraint|analyze|compute|instantiate|analyze|compute|analyze|check-constraint|compute|conclude|count|analyze|compute|instantiate|analyze|compute
232,6,24,False,21,86.516010,8.625452,77.890558,"conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || compute|instantiate (count=2, score=5.344, p_success=0.637, p_fail=0.363) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || compute|case-split (count=1, score=4.773, p_success=0.806, p_fail=0.194)","compute|substitute|analyze (count=1, score=3.333, p_success=0.167, p_fail=0.833) || substitute|analyze (count=1, score=2.495, p_success=0.278, p_fail=0.722) || compute|instantiate|apply-formula (count=1, score=1.289, p_success=0.333, p_fail=0.667) || compute|instantiate|apply-formula|compute (count=1, score=0.994, p_success=0.333, p_fail=0.667) || apply-formula|compute|instantiate (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (65.584) || analyze (32.700) || instantiate (19.056) || count (15.287) || conclude (14.262),compute (7.125) || substitute (5.827) || analyze (5.827) || instantiate (2.798) || apply-formula (2.798),compute (7.125) || substitute (5.827) || analyze (5.827) || instantiate (2.798) || apply-formula (2.798),instantiate|compute|instantiate|apply-formula|compute|instantiate|analyze|rewrite|compute|count|compute|substitute|analyze|count|compute|case-split|compute|conclude|analyze|check-constraint|compute
232,7,25,True,31,218.340723,0.000000,218.340723,"instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || analyze|check-constraint (count=2, score=10.341, p_success=0.787, p_fail=0.213) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256)",,compute (168.947) || analyze (126.852) || instantiate (114.502) || check-constraint (70.726) || apply-formula (24.436),,compute (168.947) || analyze (126.852) || instantiate (114.502) || check-constraint (70.726) || apply-formula (24.436),compute|instantiate|compute|analyze|instantiate|compute|rewrite|analyze|check-constraint|compute|analyze|check-constraint|compute|backtrack|compute|instantiate|count|instantiate|analyze|count|compute|substitute|check-constraint|instantiate|compute|apply-formula|analyze|instantiate|compute|conclude|check-constraint
232,8,29,True,23,156.881329,0.000000,156.881329,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|apply-formula (count=2, score=8.264, p_success=0.762, p_fail=0.238) || apply-formula|analyze (count=2, score=8.264, p_success=0.762, p_fail=0.238)",,analyze (113.282) || compute (112.749) || instantiate (79.150) || apply-formula (38.089) || rewrite (34.024),,analyze (113.282) || compute (112.749) || instantiate (79.150) || apply-formula (38.089) || rewrite (34.024),compute|analyze|instantiate|compute|apply-formula|analyze|rewrite|compute|instantiate|analyze|compute|instantiate|rewrite|analyze|compute|count|analyze|conclude|compute|apply-formula|analyze|instantiate|compute
232,9,31,True,20,107.708495,0.268956,107.439540,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || compute|instantiate (count=4, score=10.688, p_success=0.637, p_fail=0.363) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || count|analyze (count=1, score=4.799, p_success=0.787, p_fail=0.213)","analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (83.500) || instantiate (58.092) || analyze (50.028) || check-constraint (17.040) || count (13.759),compute (0.538) || analyze (0.269) || instantiate (0.269),compute (83.500) || instantiate (58.092) || analyze (50.028) || check-constraint (17.040) || count (13.759),instantiate|compute|instantiate|analyze|compute|instantiate|rewrite|analyze|check-constraint|compute|instantiate|count|analyze|compute|instantiate|compute|case-split|compute|conclude|compute
241,0,0,True,10,67.472539,0.810979,66.661560,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || compute|analyze (count=1, score=4.615, p_success=0.708, p_fail=0.292) || compute|apply-formula (count=1, score=4.132, p_success=0.762, p_fail=0.238)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571)",compute (68.694) || instantiate (38.024) || analyze (37.093) || apply-formula (21.197) || compare (17.737),compute (0.811) || analyze (0.811) || compare (0.811),compute (68.694) || instantiate (38.024) || analyze (37.093) || apply-formula (21.197) || compare (17.737),compute|instantiate|compute|apply-formula|instantiate|compute|analyze|compare|analyze|compute
241,1,1,True,14,72.525063,0.000000,72.525063,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190) || instantiate|compute|compare (count=1, score=4.335, p_success=0.842, p_fail=0.158)",,compute (60.716) || instantiate (34.319) || compare (32.478) || analyze (22.584) || apply-formula (13.392),,compute (60.716) || instantiate (34.319) || compare (32.478) || analyze (22.584) || apply-formula (13.392),compute|instantiate|compute|apply-formula|rewrite|substitute|rewrite|analyze|compare|instantiate|compute|compare|analyze|compute
241,2,2,True,11,80.174836,0.810979,79.363857,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || instantiate|compute|analyze (count=2, score=6.152, p_success=0.683, p_fail=0.317) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571)",compute (65.822) || analyze (63.164) || instantiate (38.581) || rewrite (24.919) || compare (17.737),compute (0.811) || analyze (0.811) || compare (0.811),compute (65.822) || analyze (63.164) || instantiate (38.581) || rewrite (24.919) || compare (17.737),compute|instantiate|compute|analyze|rewrite|instantiate|compute|analyze|compare|analyze|compute
241,3,3,True,10,76.838719,0.000000,76.838719,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)",,compute (67.215) || instantiate (45.736) || analyze (42.167) || rewrite (23.716) || compare (23.286),,compute (67.215) || instantiate (45.736) || analyze (42.167) || rewrite (23.716) || compare (23.286),compute|instantiate|compute|rewrite|analyze|instantiate|compute|compare|analyze|compute
241,4,4,True,17,94.986050,2.766684,92.219366,"compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)","apply-formula|substitute (count=1, score=1.383, p_success=0.357, p_fail=0.643) || rewrite|conclude (count=1, score=1.383, p_success=0.357, p_fail=0.643)",compute (93.206) || analyze (38.738) || compare (30.204) || instantiate (28.597) || substitute (12.568),apply-formula (1.383) || substitute (1.383) || rewrite (1.383) || conclude (1.383),compute (93.206) || analyze (38.738) || compare (30.204) || instantiate (28.597) || substitute (12.568),compute|instantiate|compute|apply-formula|substitute|compute|analyze|rewrite|conclude|instantiate|compute|compare|check-constraint|compute|compare|analyze|compute
241,5,5,True,22,111.734141,0.000000,111.734141,"compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || backtrack|compute (count=2, score=7.242, p_success=0.769, p_fail=0.231) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121) || compute|check-constraint|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000)",,compute (97.345) || instantiate (55.503) || check-constraint (36.948) || compare (31.948) || analyze (31.901),,compute (97.345) || instantiate (55.503) || check-constraint (36.948) || compare (31.948) || analyze (31.901),compute|instantiate|compute|check-constraint|rewrite|analyze|instantiate|compute|compare|compute|check-constraint|analyze|compare|compute|backtrack|compute|check-constraint|instantiate|backtrack|compute|compare|compute
241,6,6,True,6,45.652296,0.000000,45.652296,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || instantiate|compute|rewrite|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000) || rewrite|instantiate (count=1, score=4.854, p_success=0.828, p_fail=0.172) || compute|rewrite|instantiate (count=1, score=4.082, p_success=0.833, p_fail=0.167) || instantiate|compute|rewrite (count=1, score=3.959, p_success=0.810, p_fail=0.190)",,compute (49.715) || instantiate (47.538) || rewrite (30.404),,compute (49.715) || instantiate (47.538) || rewrite (30.404),compute|instantiate|compute|rewrite|instantiate|compute
241,7,7,True,9,72.399874,0.000000,72.399874,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || instantiate|compute|rewrite|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)",,compute (72.978) || instantiate (51.873) || rewrite (30.404) || compare (21.148) || analyze (17.305),,compute (72.978) || instantiate (51.873) || rewrite (30.404) || compare (21.148) || analyze (17.305),compute|instantiate|compute|rewrite|instantiate|compute|compare|analyze|compute
241,8,8,True,14,89.992930,0.000000,89.992930,"rewrite|instantiate (count=2, score=9.708, p_success=0.828, p_fail=0.172) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || instantiate|compute|rewrite|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281)",,instantiate (62.032) || compute (60.783) || rewrite (40.504) || analyze (31.692) || compare (13.274),,instantiate (62.032) || compute (60.783) || rewrite (40.504) || analyze (31.692) || compare (13.274),compute|instantiate|compute|rewrite|instantiate|analyze|rewrite|instantiate|check-constraint|compute|substitute|compare|analyze|compute
